Timestamp,QI,QJ,QK,QR,AX,AY,AZ,GX,GY,GZ
2459128,0.0,0.0,0.0,0.0,-0.34375011920928955,0.11328128725290298,9.648441314697266,0.0,0.0,0.0
2463404,0.0,0.0,0.0,0.0,-0.26953133940696716,0.039062514901161194,9.730472564697266,0.0,0.0,0.0
2468048,0.0,0.0,0.0,0.0,-0.26953133940696716,0.07812502980232239,9.730472564697266,0.0,0.0,0.0
2473236,0.0,0.0,0.0,0.0,-0.26953133940696716,0.07812502980232239,9.730472564697266,0.0,0.0,0.0
2479700,0.0,0.0,0.0,0.0,-0.23046883940696716,0.07812502980232239,9.687503814697266,0.0,0.0,0.0
2485864,0.0,0.0,0.0,0.0,-0.19140632450580597,0.039062514901161194,9.687503814697266,0.0,0.0,0.0
2491892,0.0,0.0,0.0,0.0,-0.30468761920928955,0.07812502980232239,9.613285064697266,0.0,0.0,0.0
2497356,0.0,0.0,0.0,0.0,-0.34375011920928955,0.11328128725290298,9.609378814697266,0.0,0.0,0.0
2502800,0.0,0.0,0.0,0.0,-0.26953133940696716,0.07812502980232239,9.609378814697266,0.0,0.0,0.0
2508632,0.0,0.0,0.0,0.0,-0.19140632450580597,0.039062514901161194,9.687503814697266,0.0,0.0,0.0
2513284,0.0,0.0,0.0,0.0,-0.15234380960464478,0.0,9.730472564697266,0.0,0.0,0.0
2519756,0.0,0.0,0.0,0.0,-0.15234380960464478,0.0,9.730472564697266,0.001953126396983862,-0.009765632450580597,0.007812505587935448
2526296,0.0,0.0,0.0,0.0,-0.23046883940696716,0.07812502980232239,9.578128814697266,0.001953126396983862,-0.009765632450580597,0.007812505587935448
2530968,0.0,0.0,0.0,0.0,-0.26953133940696716,0.039062514901161194,9.609378814697266,0.001953126396983862,-0.009765632450580597,0.007812505587935448
2535732,0.0,0.0,0.0,0.0,-0.26953133940696716,0.039062514901161194,9.609378814697266,0.03515627607703209,0.08203130960464478,0.0
2540480,0.0,0.0,0.0,0.0,-0.30468761920928955,0.07812502980232239,9.613285064697266,0.03515627607703209,0.08203130960464478,0.0
2545824,0.0,0.0,0.0,0.0,-0.30468761920928955,0.15234380960464478,9.578128814697266,0.03515627607703209,0.08203130960464478,0.0
2551056,0.0,0.0,0.0,0.0,-0.34375011920928955,0.11328128725290298,9.691410064697266,0.03515627607703209,0.08203130960464478,0.0
2555800,0.0,0.0,0.0,0.0,-0.34375011920928955,0.11328128725290298,9.691410064697266,0.050781287252902985,0.10351569950580597,-0.001953126396983862
2561404,0.0,0.0,0.0,0.0,-0.42187514901161194,0.15234380960464478,9.652347564697266,0.050781287252902985,0.10351569950580597,-0.001953126396983862
2566912,0.0,0.0,0.0,0.0,-0.42187514901161194,0.15234380960464478,9.652347564697266,0.025390643626451492,0.06640629470348358,0.0
2571600,0.0,0.0,0.0,0.0,-0.42187514901161194,0.15234380960464478,9.613285064697266,0.025390643626451492,0.06640629470348358,0.0
2576356,0.0,0.0,0.0,0.0,-0.42187514901161194,0.15234380960464478,9.613285064697266,0.005859379190951586,0.017578138038516045,0.0
2581016,0.0,0.0,0.0,0.0,-0.38281264901161194,0.11328128725290298,9.609378814697266,0.005859379190951586,0.017578138038516045,0.0
2585916,0.0,0.0,0.0,0.0,-0.38281264901161194,0.11328128725290298,9.609378814697266,-0.015625011175870895,-0.025390643626451492,0.0
2591156,0.0,0.0,0.0,0.0,-0.38281264901161194,0.15234380960464478,9.609378814697266,-0.015625011175870895,-0.025390643626451492,0.0
2595908,0.0,0.0,0.0,0.0,-0.38281264901161194,0.15234380960464478,9.609378814697266,-0.023437516763806343,-0.052734412252902985,0.0
2601292,0.0,0.0,0.0,0.0,-0.30468761920928955,0.11328128725290298,9.687503814697266,-0.023437516763806343,-0.052734412252902985,0.0
2606976,0.0,0.0,0.0,0.0,-0.30468761920928955,0.11328128725290298,9.687503814697266,-0.03515627607703209,-0.07031255215406418,0.0
2611640,0.0,0.0,0.0,0.0,-0.26953133940696716,0.11328128725290298,9.648441314697266,-0.03515627607703209,-0.07031255215406418,0.0
2617284,0.0,0.0,0.0,0.0,-0.26953133940696716,0.11328128725290298,9.648441314697266,-0.027343768626451492,-0.06835942715406418,-0.001953126396983862
2621932,0.0,0.0,0.0,0.0,-0.23046883940696716,0.07812502980232239,9.613285064697266,-0.027343768626451492,-0.06835942715406418,-0.001953126396983862
2627260,0.0,0.0,0.0,0.0,-0.23046883940696716,0.07812502980232239,9.613285064697266,-0.017578138038516045,-0.044921908527612686,0.0
2631664,0.0,0.0,0.0,0.0,-0.23046883940696716,0.039062514901161194,9.539066314697266,-0.017578138038516045,-0.044921908527612686,0.0
2636984,0.0,0.0,0.0,0.0,-0.23046883940696716,0.039062514901161194,9.539066314697266,0.0,-0.003906252793967724,0.0
2642204,0.0,0.0,0.0,0.0,-0.26953133940696716,0.039062514901161194,9.609378814697266,0.0,-0.003906252793967724,0.0
2647884,0.0,0.0,0.0,0.0,-0.26953133940696716,0.039062514901161194,9.609378814697266,0.013671884313225746,0.023437516763806343,-0.001953126396983862
2653772,0.0,0.0,0.0,0.0,-0.30468761920928955,0.15234380960464478,9.726566314697266,0.013671884313225746,0.023437516763806343,-0.001953126396983862
2659088,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.30468761920928955,0.15234380960464478,9.726566314697266,0.013671884313225746,0.023437516763806343,-0.001953126396983862
2664420,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.34375011920928955,0.07812502980232239,9.648441314697266,0.013671884313225746,0.023437516763806343,-0.001953126396983862
2670076,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.34375011920928955,0.07812502980232239,9.609378814697266,0.013671884313225746,0.023437516763806343,-0.001953126396983862
2674828,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.34375011920928955,0.07812502980232239,9.609378814697266,-0.013671884313225746,-0.03125002235174179,0.0
2680252,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.26953133940696716,0.07812502980232239,9.609378814697266,-0.013671884313225746,-0.03125002235174179,0.0
2685968,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.26953133940696716,0.07812502980232239,9.609378814697266,-0.023437516763806343,-0.044921908527612686,-0.001953126396983862
2690656,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.15234380960464478,0.07812502980232239,9.609378814697266,-0.023437516763806343,-0.044921908527612686,-0.001953126396983862
2696552,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.15234380960464478,0.07812502980232239,9.609378814697266,0.0,0.007812505587935448,0.001953126396983862
2701412,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.19140632450580597,0.07812502980232239,9.539066314697266,0.0,0.007812505587935448,0.001953126396983862
2707200,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.19140632450580597,0.07812502980232239,9.539066314697266,0.023437516763806343,0.06640629470348358,-0.001953126396983862
2711524,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.30468761920928955,0.07812502980232239,9.613285064697266,0.023437516763806343,0.06640629470348358,-0.001953126396983862
2716408,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.30468761920928955,0.07812502980232239,9.613285064697266,0.03320314735174179,0.08007818460464478,0.0
2721108,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.5351564288139343,0.26953133940696716,9.648441314697266,0.03320314735174179,0.08007818460464478,0.0
2726432,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.5351564288139343,0.26953133940696716,9.648441314697266,0.03710940107703209,0.054687537252902985,0.0
2731116,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.38281264901161194,0.11328128725290298,9.648441314697266,0.03710940107703209,0.054687537252902985,0.0
2736852,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.38281264901161194,0.11328128725290298,9.648441314697266,-0.013671884313225746,-0.03515627607703209,0.0
2743056,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.30468761920928955,0.07812502980232239,9.652347564697266,-0.013671884313225746,-0.03515627607703209,0.0
2748332,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.19140632450580597,0.039062514901161194,9.652347564697266,-0.013671884313225746,-0.03515627607703209,0.0
2753664,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.19140632450580597,0.07812502980232239,9.613285064697266,-0.013671884313225746,-0.03515627607703209,0.0
2759288,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.26953133940696716,0.039062514901161194,9.542972564697266,-0.013671884313225746,-0.03515627607703209,0.0
2764644,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.26953133940696716,0.039062514901161194,9.542972564697266,-0.021484389901161194,-0.046875033527612686,-0.007812505587935448
2769332,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.34375011920928955,0.23046883940696716,9.652347564697266,-0.021484389901161194,-0.046875033527612686,-0.007812505587935448
2774092,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.34375011920928955,0.23046883940696716,9.652347564697266,0.017578138038516045,0.025390643626451492,-0.021484389901161194
2778764,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.42187514901161194,0.11328128725290298,9.613285064697266,0.017578138038516045,0.025390643626451492,-0.021484389901161194
2784512,0.0025024432688951492,0.009033209644258022,6.103519990574569e-05,0.9999396800994873,-0.42187514901161194,0.11328128725290298,9.613285064697266,0.02929689548909664,0.07031255215406418,-0.03906252980232239
