Timestamp,QI,QJ,QK,QR,AX,AY,AZ
2459276,0.0,0.0,0.0,0.0,-0.34375011920928955,0.15234380960464478,9.648441314697266
2462984,0.0,0.0,0.0,0.0,-0.26953133940696716,0.15234380960464478,9.648441314697266
2467048,0.0,0.0,0.0,0.0,-0.30468761920928955,0.19140632450580597,9.691410064697266
2471132,0.0,0.0,0.0,0.0,-0.30468761920928955,0.23046883940696716,9.582035064697266
2475040,0.0,0.0,0.0,0.0,-0.30468761920928955,0.23046883940696716,9.691410064697266
2478920,0.0,0.0,0.0,0.0,-0.34375011920928955,0.23046883940696716,9.613285064697266
2482784,0.0,0.0,0.0,0.0,-0.30468761920928955,0.19140632450580597,9.691410064697266
2486640,0.0,0.0,0.0,0.0,-0.38281264901161194,0.23046883940696716,9.652347564697266
2490528,0.0,0.0,0.0,0.0,-0.34375011920928955,0.11328128725290298,9.582035064697266
2494552,0.0,0.0,0.0,0.0,-0.34375011920928955,0.19140632450580597,9.613285064697266
2498000,0.0,0.0,0.0,0.0,-0.30468761920928955,0.26953133940696716,9.613285064697266
2503292,0.0,0.0,0.0,0.0,-0.34375011920928955,0.23046883940696716,9.578128814697266
2506968,0.0,0.0,0.0,0.0,-0.30468761920928955,0.30468761920928955,9.609378814697266
2510640,0.0,0.0,0.0,0.0,-0.34375011920928955,0.19140632450580597,9.578128814697266
2516756,0.010192878544330597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.578128814697266
2520168,0.010192878544330597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.578128814697266
2523932,0.010192878544330597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.30468761920928955,0.23046883940696716,9.582035064697266
2528556,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.23046883940696716,9.582035064697266
2532316,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.19140632450580597,9.609378814697266
2536736,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.23046883940696716,9.648441314697266
2541184,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2545960,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2549740,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2554164,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2557964,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2562456,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.26953133940696716,0.19140632450580597,9.613285064697266
2567212,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.652347564697266
2571984,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.652347564697266
2576416,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.652347564697266
2580860,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.23046883940696716,9.648441314697266
2585420,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.23046883940696716,9.648441314697266
2589876,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.26953133940696716,9.609378814697266
2594208,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.11328128725290298,9.652347564697266
2598640,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.11328128725290298,9.652347564697266
2602428,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.11328128725290298,9.652347564697266
2606496,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.30468761920928955,0.11328128725290298,9.652347564697266
2611280,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.26953133940696716,9.648441314697266
2615700,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9997565746307373,-0.34375011920928955,0.26953133940696716,9.648441314697266
2619116,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9997565746307373,-0.34375011920928955,0.26953133940696716,9.648441314697266
2623532,0.010253913700580597,0.017944348976016045,0.00024414079962298274,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2628908,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2633352,0.010253913700580597,0.018005384132266045,0.00024414079962298274,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2637764,0.010253913700580597,0.018005384132266045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2641540,0.010253913700580597,0.018005384132266045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2645980,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2650384,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.15234380960464478,9.648441314697266
2654812,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.15234380960464478,9.648441314697266
2659000,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.15234380960464478,9.648441314697266
2663720,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.23046883940696716,9.613285064697266
2668136,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9997565746307373,-0.34375011920928955,0.23046883940696716,9.613285064697266
2673516,0.010192878544330597,0.017944348976016045,0.00024414079962298274,0.9998176097869873,-0.34375011920928955,0.23046883940696716,9.613285064697266
2677300,0.010192878544330597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.23046883940696716,9.613285064697266
2681364,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.23046883940696716,9.613285064697266
2685144,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.34375011920928955,0.19140632450580597,9.613285064697266
2689568,0.010253913700580597,0.017944348976016045,0.00018310559971723706,0.9998176097869873,-0.30468761920928955,0.15234380960464478,9.687503814697266
